employee_id,age,gender,education,department,job_role,resume_text,skills,job_description,required_skills,experience_years,monthly_income,performance_rating,job_satisfaction,environment_satisfaction,relationship_satisfaction,work_life_balance,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,overtime,business_travel,location,attrition
75,34,Female,MCA,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Python, PyTorch, AWS, TensorFlow with 12 years of experience.","Python, PyTorch, AWS, TensorFlow","We are hiring a Machine Learning Engineer with experience in Deep Learning, AWS, TensorFlow. Candidate should have strong problem-solving skills.","Deep Learning, AWS, TensorFlow",12,1353617,1,3,5,3,5,8,2,2,0,No,No Travel,Ahmedabad,No
76,31,Male,B.Sc,IT,Data Scientist,"Experienced Data Scientist skilled in NumPy, Python, Machine Learning, Pandas with 10 years of experience.","NumPy, Python, Machine Learning, Pandas","We are hiring a Data Scientist with experience in NumPy, Pandas, SQL. Candidate should have strong problem-solving skills.","NumPy, Pandas, SQL",10,1262908,3,2,5,2,5,6,8,0,1,Yes,Frequently,Delhi,No
77,41,Female,M.Sc,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Docker, AWS, CI/CD, Kubernetes with 2 years of experience.","Docker, AWS, CI/CD, Kubernetes","We are hiring a DevOps Engineer with experience in Docker, CI/CD, Linux. Candidate should have strong problem-solving skills.","Docker, CI/CD, Linux",2,548874,3,5,1,5,5,9,1,0,1,Yes,No Travel,Bangalore,No
78,25,Female,BCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Terraform, AWS, Azure, Docker with 10 years of experience.","Terraform, AWS, Azure, Docker","We are hiring a Cloud Engineer with experience in Azure, Docker, Linux. Candidate should have strong problem-solving skills.","Azure, Docker, Linux",10,1273471,4,2,3,4,4,0,2,1,1,Yes,No Travel,Pune,Yes
79,39,Female,M.Tech,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in ExpressJS, NodeJS, REST API, React with 5 years of experience.","ExpressJS, NodeJS, REST API, React","We are hiring a Full Stack Developer with experience in NodeJS, REST API, ExpressJS. Candidate should have strong problem-solving skills.","NodeJS, REST API, ExpressJS",5,840658,4,1,4,2,3,1,0,1,1,Yes,Rarely,Bangalore,Yes
80,38,Male,B.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in SQL, Git, C++, Python with 7 years of experience.","SQL, Git, C++, Python","We are hiring a Software Engineer with experience in SQL, Git, C++. Candidate should have strong problem-solving skills.","SQL, Git, C++",7,931877,1,4,4,2,5,9,5,0,0,Yes,Rarely,Mumbai,Yes
81,32,Female,MCA,IT,Data Scientist,"Experienced Data Scientist skilled in NumPy, TensorFlow, Machine Learning, Pandas with 0 years of experience.","NumPy, TensorFlow, Machine Learning, Pandas","We are hiring a Data Scientist with experience in Pandas, Python, Machine Learning. Candidate should have strong problem-solving skills.","Pandas, Python, Machine Learning",0,346689,1,5,2,3,5,1,1,1,1,No,No Travel,Pune,No
82,37,Female,B.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in Pandas, SQL, Machine Learning, NumPy with 0 years of experience.","Pandas, SQL, Machine Learning, NumPy","We are hiring a Data Scientist with experience in SQL, NumPy, TensorFlow. Candidate should have strong problem-solving skills.","SQL, NumPy, TensorFlow",0,286299,1,2,4,5,3,2,0,1,1,No,No Travel,Delhi,Yes
83,37,Female,B.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, Docker, Kubernetes, AWS with 10 years of experience.","Linux, Docker, Kubernetes, AWS","We are hiring a DevOps Engineer with experience in CI/CD, Linux, Docker. Candidate should have strong problem-solving skills.","CI/CD, Linux, Docker",10,1239824,4,5,1,5,3,4,10,9,9,No,Rarely,Hyderabad,No
84,26,Female,BCA,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Python, AWS, Deep Learning, TensorFlow with 7 years of experience.","Python, AWS, Deep Learning, TensorFlow","We are hiring a Machine Learning Engineer with experience in Deep Learning, AWS, PyTorch. Candidate should have strong problem-solving skills.","Deep Learning, AWS, PyTorch",7,1013516,4,2,2,4,4,0,2,2,0,No,No Travel,Pune,No
85,32,Male,B.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in MongoDB, ExpressJS, React, REST API with 4 years of experience.","MongoDB, ExpressJS, React, REST API","We are hiring a Full Stack Developer with experience in REST API, ExpressJS, NodeJS. Candidate should have strong problem-solving skills.","REST API, ExpressJS, NodeJS",4,692721,3,2,3,2,3,5,3,2,2,No,Frequently,Ahmedabad,No
86,34,Female,MCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Docker, AWS, Kubernetes, Linux with 11 years of experience.","Docker, AWS, Kubernetes, Linux","We are hiring a DevOps Engineer with experience in Kubernetes, Docker, Linux. Candidate should have strong problem-solving skills.","Kubernetes, Docker, Linux",11,1276653,2,2,3,5,5,2,1,0,0,No,No Travel,Mumbai,No
87,22,Female,MCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in Bootstrap, CSS, HTML, JavaScript with 2 years of experience.","Bootstrap, CSS, HTML, JavaScript","We are hiring a Frontend Developer with experience in CSS, React, Bootstrap. Candidate should have strong problem-solving skills.","CSS, React, Bootstrap",2,560143,4,4,3,3,2,10,0,0,0,No,Frequently,Bangalore,No
88,44,Female,BCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Docker, CI/CD, Kubernetes, Linux with 5 years of experience.","Docker, CI/CD, Kubernetes, Linux","We are hiring a DevOps Engineer with experience in AWS, Kubernetes, Docker. Candidate should have strong problem-solving skills.","AWS, Kubernetes, Docker",5,781298,4,5,4,2,5,4,1,0,1,No,Frequently,Delhi,Yes
89,39,Male,MCA,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in PyTorch, Deep Learning, AWS, TensorFlow with 1 years of experience.","PyTorch, Deep Learning, AWS, TensorFlow","We are hiring a Machine Learning Engineer with experience in TensorFlow, AWS, PyTorch. Candidate should have strong problem-solving skills.","TensorFlow, AWS, PyTorch",1,413554,1,2,4,3,2,0,1,1,0,Yes,Frequently,Hyderabad,Yes
90,43,Female,BCA,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in NodeJS, React, MongoDB, ExpressJS with 7 years of experience.","NodeJS, React, MongoDB, ExpressJS","We are hiring a Full Stack Developer with experience in ExpressJS, MongoDB, NodeJS. Candidate should have strong problem-solving skills.","ExpressJS, MongoDB, NodeJS",7,972676,2,4,3,1,5,5,3,1,1,No,No Travel,Hyderabad,No
91,39,Female,M.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in PyTorch, Python, TensorFlow, AWS with 8 years of experience.","PyTorch, Python, TensorFlow, AWS","We are hiring a Machine Learning Engineer with experience in Python, PyTorch, TensorFlow. Candidate should have strong problem-solving skills.","Python, PyTorch, TensorFlow",8,1058007,3,1,1,1,5,9,8,2,2,Yes,Rarely,Delhi,Yes
92,22,Male,B.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in Java, Git, SQL, C++ with 7 years of experience.","Java, Git, SQL, C++","We are hiring a Software Engineer with experience in Python, Java, SQL. Candidate should have strong problem-solving skills.","Python, Java, SQL",7,900936,1,5,3,1,4,4,0,0,0,No,Frequently,Ahmedabad,Yes
93,28,Male,MCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, Kubernetes, Docker, CI/CD with 5 years of experience.","Linux, Kubernetes, Docker, CI/CD","We are hiring a DevOps Engineer with experience in CI/CD, Kubernetes, AWS. Candidate should have strong problem-solving skills.","CI/CD, Kubernetes, AWS",5,783392,4,4,1,5,4,10,6,2,0,Yes,Rarely,Pune,Yes
94,40,Male,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in SQL, Git, Python, C++ with 3 years of experience.","SQL, Git, Python, C++","We are hiring a Software Engineer with experience in Java, SQL, C++. Candidate should have strong problem-solving skills.","Java, SQL, C++",3,607011,4,3,3,2,2,0,3,0,1,Yes,Rarely,Hyderabad,No
95,34,Female,B.Tech,IT,Backend Developer,"Experienced Backend Developer skilled in MongoDB, Docker, Flask, Django with 3 years of experience.","MongoDB, Docker, Flask, Django","We are hiring a Backend Developer with experience in Docker, REST API, Flask. Candidate should have strong problem-solving skills.","Docker, REST API, Flask",3,589552,2,5,2,5,3,9,4,2,1,No,Frequently,Ahmedabad,No
96,22,Female,M.Sc,IT,Data Scientist,"Experienced Data Scientist skilled in TensorFlow, Machine Learning, SQL, Python with 5 years of experience.","TensorFlow, Machine Learning, SQL, Python","We are hiring a Data Scientist with experience in NumPy, Pandas, Machine Learning. Candidate should have strong problem-solving skills.","NumPy, Pandas, Machine Learning",5,791584,4,5,4,4,3,4,3,1,3,Yes,Frequently,Delhi,No
97,36,Male,M.Sc,IT,Data Scientist,"Experienced Data Scientist skilled in Machine Learning, Pandas, NumPy, Python with 5 years of experience.","Machine Learning, Pandas, NumPy, Python","We are hiring a Data Scientist with experience in Python, Pandas, SQL. Candidate should have strong problem-solving skills.","Python, Pandas, SQL",5,794294,1,4,1,5,3,0,2,1,2,Yes,Frequently,Pune,No
98,37,Female,MCA,IT,Backend Developer,"Experienced Backend Developer skilled in Flask, Docker, Python, Django with 12 years of experience.","Flask, Docker, Python, Django","We are hiring a Backend Developer with experience in Django, Docker, REST API. Candidate should have strong problem-solving skills.","Django, Docker, REST API",12,1445029,2,5,4,2,2,4,6,3,4,No,Frequently,Ahmedabad,No
99,38,Female,B.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Python, C++, Git, SQL with 6 years of experience.","Python, C++, Git, SQL","We are hiring a Software Engineer with experience in SQL, C++, Git. Candidate should have strong problem-solving skills.","SQL, C++, Git",6,895149,5,2,1,3,2,4,2,0,1,No,Frequently,Mumbai,Yes
100,27,Female,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Git, C++, Python, SQL with 2 years of experience.","Git, C++, Python, SQL","We are hiring a Software Engineer with experience in Java, C++, SQL. Candidate should have strong problem-solving skills.","Java, C++, SQL",2,523021,5,4,5,1,2,1,0,0,1,Yes,Frequently,Ahmedabad,No
101,29,Female,B.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Git, Java, SQL, C++ with 0 years of experience.","Git, Java, SQL, C++","We are hiring a Software Engineer with experience in SQL, Python, C++. Candidate should have strong problem-solving skills.","SQL, Python, C++",0,356584,5,3,3,1,5,2,0,0,0,No,Rarely,Pune,No
102,41,Female,M.Sc,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Linux, Azure, Docker, AWS with 4 years of experience.","Linux, Azure, Docker, AWS","We are hiring a Cloud Engineer with experience in AWS, Linux, Azure. Candidate should have strong problem-solving skills.","AWS, Linux, Azure",4,717123,1,1,4,4,1,8,3,0,0,No,No Travel,Ahmedabad,No
103,39,Female,B.Tech,IT,Backend Developer,"Experienced Backend Developer skilled in Flask, Docker, MongoDB, REST API with 0 years of experience.","Flask, Docker, MongoDB, REST API","We are hiring a Backend Developer with experience in Flask, REST API, Docker. Candidate should have strong problem-solving skills.","Flask, REST API, Docker",0,305084,3,5,1,2,5,0,0,0,1,No,No Travel,Delhi,No
104,29,Female,M.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in ExpressJS, NodeJS, MongoDB, React with 8 years of experience.","ExpressJS, NodeJS, MongoDB, React","We are hiring a Full Stack Developer with experience in MongoDB, React, REST API. Candidate should have strong problem-solving skills.","MongoDB, React, REST API",8,1066996,3,1,4,2,1,5,9,9,9,Yes,Frequently,Bangalore,Yes
105,24,Male,B.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in REST API, ExpressJS, NodeJS, React with 10 years of experience.","REST API, ExpressJS, NodeJS, React","We are hiring a Full Stack Developer with experience in ExpressJS, MongoDB, NodeJS. Candidate should have strong problem-solving skills.","ExpressJS, MongoDB, NodeJS",10,1303280,4,1,3,2,5,1,4,1,3,Yes,Rarely,Pune,No
106,21,Female,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Python, SQL, Java, Git with 1 years of experience.","Python, SQL, Java, Git","We are hiring a Software Engineer with experience in SQL, Python, C++. Candidate should have strong problem-solving skills.","SQL, Python, C++",1,472642,4,4,5,5,5,1,0,0,1,No,Frequently,Mumbai,No
107,23,Female,M.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in Bootstrap, Angular, CSS, JavaScript with 8 years of experience.","Bootstrap, Angular, CSS, JavaScript","We are hiring a Frontend Developer with experience in React, JavaScript, Bootstrap. Candidate should have strong problem-solving skills.","React, JavaScript, Bootstrap",8,1086973,4,2,3,3,2,7,2,0,0,No,Frequently,Bangalore,No
108,43,Male,BCA,IT,Software Engineer,"Experienced Software Engineer skilled in SQL, C++, Git, Java with 2 years of experience.","SQL, C++, Git, Java","We are hiring a Software Engineer with experience in Python, SQL, Git. Candidate should have strong problem-solving skills.","Python, SQL, Git",2,522908,1,4,5,4,3,7,2,1,2,No,Frequently,Pune,No
109,44,Female,M.Sc,IT,Data Scientist,"Experienced Data Scientist skilled in Machine Learning, NumPy, SQL, TensorFlow with 11 years of experience.","Machine Learning, NumPy, SQL, TensorFlow","We are hiring a Data Scientist with experience in TensorFlow, SQL, Python. Candidate should have strong problem-solving skills.","TensorFlow, SQL, Python",11,1326188,4,5,3,4,2,6,5,0,4,No,No Travel,Bangalore,No
110,43,Male,M.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in Python, Java, C++, SQL with 2 years of experience.","Python, Java, C++, SQL","We are hiring a Software Engineer with experience in SQL, Java, C++. Candidate should have strong problem-solving skills.","SQL, Java, C++",2,545040,3,2,2,4,3,1,3,3,3,No,Rarely,Bangalore,Yes
111,32,Female,BCA,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in NodeJS, React, MongoDB, REST API with 12 years of experience.","NodeJS, React, MongoDB, REST API","We are hiring a Full Stack Developer with experience in REST API, NodeJS, ExpressJS. Candidate should have strong problem-solving skills.","REST API, NodeJS, ExpressJS",12,1466089,4,1,1,3,1,8,11,8,8,Yes,Frequently,Hyderabad,Yes
112,23,Female,MCA,IT,Data Scientist,"Experienced Data Scientist skilled in NumPy, Python, Machine Learning, SQL with 4 years of experience.","NumPy, Python, Machine Learning, SQL","We are hiring a Data Scientist with experience in Machine Learning, TensorFlow, NumPy. Candidate should have strong problem-solving skills.","Machine Learning, TensorFlow, NumPy",4,687411,1,1,3,3,2,7,1,1,1,No,Rarely,Hyderabad,No
113,21,Male,M.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in HTML, JavaScript, Bootstrap, Angular with 12 years of experience.","HTML, JavaScript, Bootstrap, Angular","We are hiring a Frontend Developer with experience in CSS, React, Angular. Candidate should have strong problem-solving skills.","CSS, React, Angular",12,1413090,2,5,5,2,2,8,6,3,1,No,Frequently,Delhi,No
114,33,Female,BCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Linux, AWS, Docker, Terraform with 3 years of experience.","Linux, AWS, Docker, Terraform","We are hiring a Cloud Engineer with experience in Terraform, Docker, Linux. Candidate should have strong problem-solving skills.","Terraform, Docker, Linux",3,569387,1,5,5,2,1,5,1,1,0,No,No Travel,Ahmedabad,Yes
115,40,Male,M.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in MongoDB, ExpressJS, REST API, React with 10 years of experience.","MongoDB, ExpressJS, REST API, React","We are hiring a Full Stack Developer with experience in NodeJS, ExpressJS, REST API. Candidate should have strong problem-solving skills.","NodeJS, ExpressJS, REST API",10,1218992,3,5,1,2,5,1,3,2,0,No,No Travel,Mumbai,No
116,37,Female,M.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Azure, Linux, Docker, AWS with 8 years of experience.","Azure, Linux, Docker, AWS","We are hiring a Cloud Engineer with experience in Azure, Linux, Docker. Candidate should have strong problem-solving skills.","Azure, Linux, Docker",8,1093518,4,3,2,3,2,9,0,1,0,No,Frequently,Hyderabad,No
